126
  -0.000307633408  1.68864478e-05 -0.000812188267      0.27750326  0 0 0 0 0
      0.529348625   0.00591300776   -0.0043474522      0.12110225  1 0 0 0 0
    -0.0573950841    0.0145450473    0.0227049879   -0.0094454896  2 0 0 0 0
      0.029329649  -0.00559726937   -0.0447080978     0.018086362  3 0 0 0 0
    0.00493698315    -0.152452437    0.0715670876     -0.27783632  4 0 0 0 0
   -0.00218899629   -0.0632131785      1.13338926   0.00011360549  0 1 0 0 0
     -0.364836914    -0.146264444     0.426002799     0.018782823  1 1 0 0 0
     0.0865800215     0.480099904      -1.5735199    -0.050228165  2 1 0 0 0
    0.00568755675     0.676802974     -1.77746382     -0.15107666  3 1 0 0 0
    -0.0346268615    0.0667719449     0.213703245      -0.1909568  0 2 0 0 0
     -0.719146548    -0.979332005     0.923743812    -0.060223424  1 2 0 0 0
       1.30640509     -2.41473272      6.14136698       4.5625488  2 2 0 0 0
      0.185857643      4.69849638     -4.96539365      0.10203511  0 3 0 0 0
       7.24599691      44.5139004     -93.2201182       1.2195618  1 3 0 0 0
        3.3905772     -30.2937477      17.9804334       25.125975  0 4 0 0 0
     -0.429779874   -0.0106370689  -0.00255886705    -0.060976788  0 0 1 0 0
      0.114420205    0.0184690289    -0.098063957     0.067117113  1 0 1 0 0
     -0.205385905    -0.122772951     0.488726323     -0.19567326  2 0 1 0 0
      0.156990747     0.502627895    -0.660189108      0.93583708  3 0 1 0 0
      0.250886538     0.272511033    -0.722979647     -0.03130429  0 1 1 0 0
     0.0413498632     -1.96204177      6.00337347       0.1008897  1 1 1 0 0
     -0.669366093     -1.64014704       2.6790906      0.47164812  2 1 1 0 0
       2.00128281      2.48296745     -1.28041336      0.59778958  0 2 1 0 0
      -7.29472695      3.41632751     -13.4524628      -8.4868799  1 2 1 0 0
      -9.84668084     -71.5907978      146.443945      -2.1881497  0 3 1 0 0
    -0.0919051147   -0.0527311717      0.07917146    -0.031478364  0 0 2 0 0
      0.529451335     0.488822381     -1.35234681      0.49396369  1 0 2 0 0
     -0.821947655     -1.27127179      2.38362173      -1.5907635  2 0 2 0 0
    -0.0473710682      1.97296901     -5.63830532     -0.12633545  0 1 2 0 0
       1.50910254      1.72286585     -1.23955483     -0.21564813  1 1 2 0 0
       9.71847169      6.20233887      6.40329592       5.6861064  0 2 2 0 0
     -0.388834462    -0.414362969      1.36345685     -0.43004554  0 0 3 0 0
       1.85786821      2.18017751     -4.11108979       1.5645117  1 0 3 0 0
    -0.0440572679    -0.784400742      1.95759262     -0.38246167  0 1 3 0 0
       -1.2394324      -1.2250303      3.34729829     -0.76687593  0 0 4 0 0
   -0.00425019758      1.07392722     -2.77639686   -0.0042417756  0 0 0 1 0
      0.893445267     0.186999547    -0.493339075     -0.04441045  1 0 0 1 0
     -0.272951227    -0.508809535      1.45635691     0.086053908  2 0 0 1 0
      0.710742589    -0.738323546      1.64182603      0.52241436  3 0 0 1 0
      0.078016941      0.34067091     -0.48315632      0.41413426  0 1 0 1 0
       2.66438971      4.29018776     -4.20159796      0.47388079  1 1 0 1 0
      -5.66484163      3.67084414     -17.4282982      -11.136996  2 1 0 1 0
       1.32002826     -24.1292225      30.3111336     -0.88990346  0 2 0 1 0
      -42.3462866     -187.396574      374.969572      -2.7864461  1 2 0 1 0
       9.33919595      39.9700529        17.64581       -42.09229  0 3 0 1 0
     -0.669175576    -0.467585508     0.925108256     0.038195859  0 0 1 1 0
       0.23862261      2.53738776     -5.75426132    -0.058650393  1 0 1 1 0
      -2.17030349      1.23042119     -3.13167672      -1.5880685  2 0 1 1 0
      -7.37354994     -10.7128574      8.52211961      -2.2175904  0 1 1 1 0
       24.3252851       1.8349112      28.2390139        25.78831  1 1 1 1 0
       58.6520702      356.036358     -721.239737       10.939614  0 2 1 1 0
       0.42215282     -3.03754139      5.84406538     0.052495298  0 0 2 1 0
       1.21788238      1.75228811     0.985459513       1.3806102  1 0 2 1 0
      -29.4977839     -28.5469525     -9.91303174      -19.635194  0 1 2 1 0
       1.09337551     -2.70190271     -1.61902124      0.13196553  0 0 3 1 0
     0.0256021246     -1.04514861     0.375303928     -0.21911743  0 0 0 2 0
      -2.61178961     -4.33502966      3.70544873     -0.40577657  1 0 0 2 0
       7.22019388     0.450361009      14.1038973       8.9348505  2 0 0 2 0
      -6.55516482      40.1024703     -59.3172891      0.37556538  0 1 0 2 0
       89.3170128      294.839993     -567.395986      0.19271168  1 1 0 2 0
      -94.2634799      347.232753     -495.947512      -105.93568  0 2 0 2 0
        7.5164393      9.89949252     -6.85714142       2.0153068  0 0 1 2 0
