126
  -0.000307633408  1.68864478e-05 -0.000812188267      0.27750326  0 0 0 0 0
      -27.0548102     -8.07492469      -22.431889      -22.448747  1 0 1 2 0
       -131.59576     -622.158567      1291.70121        -14.3558  0 1 1 2 0
       30.6868988      29.4726442      5.77224771        18.16512  0 0 2 2 0
       7.15716255     -22.6622715      40.4727411       1.2321244  0 0 0 3 0
      -62.3141278     -172.060017       318.17654       2.0992991  1 0 0 3 0
       181.419897     -1019.81821      1109.53583       300.61972  0 1 0 3 0
       100.135092      385.201754     -823.829082       3.3531486  0 0 1 3 0
      -112.099756      829.240964     -720.222559      -205.81071  0 0 0 4 0
    6.3698762e-15   7.2936225e-15  -1.9197557e-14   -6.413301e-14  0 0 0 0 1
   -4.2873422e-15  -1.2709438e-15   5.9215704e-15   6.1128744e-14  1 0 0 0 1
   -7.7030694e-15  -4.8731569e-14   1.1021697e-13   1.1844332e-14  2 0 0 0 1
   -4.3390348e-15  -8.1388881e-15   3.5799488e-14   2.0411446e-14  3 0 0 0 1
    1.7236934e-13   4.2950781e-13  -8.8761499e-13  -2.1708767e-13  0 1 0 0 1
     4.601335e-14   8.4936301e-14  -1.9178592e-13  -1.0456082e-13  1 1 0 0 1
    1.0065484e-13   2.8292549e-13  -5.9446433e-13  -1.5014562e-13  2 1 0 0 1
   -2.7528738e-13  -7.1238332e-13   1.4807991e-12   4.3789415e-13  0 2 0 0 1
   -1.4913512e-13  -4.1181224e-13   8.5621203e-13   1.9800993e-13  1 2 0 0 1
   -5.2681442e-13  -1.3674321e-12   2.8600182e-12   7.5885749e-13  0 3 0 0 1
   -1.6660568e-14  -5.1984028e-14   9.8386937e-14   4.9948544e-15  0 0 1 0 1
   -3.5011271e-15   6.2496861e-14  -1.4413319e-13   5.9763393e-14  1 0 1 0 1
   -8.1513242e-14  -5.3531987e-14   7.6096291e-14   1.7947244e-13  2 0 1 0 1
    5.7612966e-14   1.2002414e-13  -1.9226145e-13   -1.376103e-13  0 1 1 0 1
    1.2373758e-13   3.1422627e-13   -6.386265e-13  -2.4577756e-13  1 1 1 0 1
    6.5892014e-14   7.7439144e-14  -1.0489322e-13  -1.6122959e-13  0 2 1 0 1
    6.2762862e-14   7.2732588e-14  -1.2980663e-13  -1.3310624e-13  0 0 2 0 1
    1.5399699e-14  -1.1672105e-14   7.2516258e-14  -7.3059254e-14  1 0 2 0 1
   -1.6823193e-13  -7.0684244e-13   1.5469508e-12   2.0104673e-13  0 1 2 0 1
    1.8724161e-13   4.8367352e-13  -9.8185053e-13  -3.3758252e-13  0 0 3 0 1
   -3.1019473e-13  -8.7289413e-13   1.8042534e-12   5.1275573e-13  0 0 0 1 1
   -1.5879876e-13   -3.263189e-13   7.0387182e-13   2.2646665e-13  1 0 0 1 1
   -1.8045937e-13  -4.3435176e-13   8.8743708e-13   3.0459302e-13  2 0 0 1 1
    2.8942839e-13   8.1675005e-13  -1.7035574e-12  -4.0885987e-13  0 1 0 1 1
    9.2374678e-14   2.9376689e-13  -6.4424017e-13  -7.8436192e-14  1 1 0 1 1
   -3.7507499e-13   -9.314476e-13    1.898262e-12   6.4128446e-13  0 2 0 1 1
   -1.7789532e-13  -2.5193182e-13    5.407658e-13   3.0065185e-13  0 0 1 1 1
   -1.8310414e-13  -5.5577964e-13   1.1202679e-12   3.6147943e-13  1 0 1 1 1
    1.4588865e-13   3.2089085e-13  -6.3158482e-13  -2.4109967e-13  0 1 1 1 1
   -3.5251039e-13  -9.2231175e-13   1.8845292e-12   5.9735346e-13  0 0 2 1 1
    2.4919119e-13   6.6696456e-13  -1.3579041e-12  -4.6231108e-13  0 0 0 2 1
    9.2852161e-14   1.8469611e-13  -3.6547572e-13   -1.468172e-13  1 0 0 2 1
   -2.0934597e-13  -6.3318451e-13   1.3426022e-12   3.4540846e-13  0 1 0 2 1
    1.5355298e-13   7.8172915e-13  -1.7290307e-12  -1.8207906e-13  0 0 1 2 1
   -1.0316687e-13    -4.10399e-13   8.6413735e-13   2.1181558e-13  0 0 0 3 1
   -1.2578541e-14  -1.5376374e-13   3.0205128e-13  -5.0247525e-16  0 0 0 0 2
    4.2858908e-14   1.2352697e-13  -2.8458102e-13   -6.888936e-14  1 0 0 0 2
   -8.2985309e-15  -1.1995155e-13   2.3219215e-13  -2.4735696e-14  2 0 0 0 2
   -1.6429006e-13  -3.5333908e-13   7.0524438e-13   2.6384185e-13  0 1 0 0 2
   -6.0870145e-15   9.7919435e-14  -2.4744765e-13   4.4191236e-14  1 1 0 0 2
    2.5421807e-13   7.6412968e-13  -1.6215656e-12   -3.635184e-13  0 2 0 0 2
   -2.9016852e-14  -1.4969939e-13   3.1217041e-13   7.2845852e-14  0 0 1 0 2
   -1.4029041e-13  -4.3201452e-13   8.8820998e-13   1.4068301e-13  1 0 1 0 2
    3.8125248e-14  -3.1513932e-14   1.0202499e-13  -7.4781667e-14  0 1 1 0 2
   -2.1418634e-13  -5.3708649e-13   1.0990746e-12   3.3296378e-13  0 0 2 0 2
   -9.7993546e-14   -3.125816e-13   6.8409211e-13   1.2209298e-13  0 0 0 1 2
    -3.957714e-14  -2.7179192e-13   6.3593401e-13  -1.5887972e-14  1 0 0 1 2
      1.24265e-13   4.6032522e-13  -9.9972083e-13  -1.8722905e-13  0 1 0 1 2
    3.2106164e-14   2.2031551e-13  -4.9760405e-13  -2.8234924e-14  0 0 1 1 2
    2.9469449e-14   8.1029169e-16   2.3818841e-14  -4.5383534e-14  0 0 0 2 2
   -1.4300029e-15  -7.2683892e-14   1.7367118e-13  -3.5954995e-14  0 0 0 0 3
   -9.3021522e-15  -6.8277537e-14    1.627795e-13  -3.7414009e-15  1 0 0 0 3
   -3.9987802e-15  -2.0773039e-14   4.2850236e-14   1.6387945e-14  0 1 0 0 3
    3.6163799e-16   8.7617747e-16  -7.6788916e-16  -8.7181811e-15  0 0 1 0 3
    7.4328748e-15   4.1931265e-14  -9.8575527e-14  -6.6721471e-15  0 0 0 1 3
     4.188095e-15   1.8557443e-14  -4.6279315e-14   8.4072845e-15  0 0 0 0 4
